startyear;endyear;normalization;learningRate;lambdaValue;PCE;R2;Kernel1channels;kernel2channels
2009;2019;etNone;low;0.0001;1.3200006484985352;0.09042859576345023;20;20
2009;2019;etNone;low;0.003;115675.0234375;0.09087941532138473;15;15
2009;2019;etNone;low;0.003;23572.935546875;0.08852338754094018;20;15
2009;2019;etNone;low;0.003;45750.28125;0.09139321828067969;15;20
2009;2019;etNone;low;0.003;49682.9140625;0.09833786105532209;20;20
2009;2019;etNone;low;0.0;inf;0.05865969204104793;15;15
2009;2019;etNone;low;0.0;inf;0.07362769396688308;20;15
2009;2019;etNone;low;0.0;inf;0.08066077363983264;15;20
2009;2019;etNone;low;0.0;inf;0.07438635663741237;20;20
2009;2019;etNone;low;0.3;1.0623295307159424;0.1089792884064573;15;15
2009;2019;etNone;low;0.3;1.0821975469589233;0.11263613353764036;20;15
2009;2019;etNone;low;0.3;1.036515474319458;0.11256925432184749;15;20
2009;2019;etNone;low;0.3;1.0628677606582642;0.11155071012487348;20;20
